geometry,id,ID,height_mean,height_min,height_max,Shape_Leng,Shape_Area,BNG_Area
"POLYGON ((-1.17621858260233 52.9020603452782,-1.17609097332289 52.9020316832836,-1.1761569303261 52.9019246274753,-1.17628454589372 52.9019529297544,-1.17621858260233 52.9020603452782))",3934563,0D4F70AF5C4F27B3E050A00A568A259B,1.86206896552,0.0,3.0,72.5122551913,319.739796775,116.435730297
"POLYGON ((-1.17522837954568 52.9017976411363,-1.17508648166321 52.9020205819506,-1.175321379432 52.9020753392156,-1.17527846960576 52.9021429110278,-1.17493536976096 52.902063131446,-1.17516507436931 52.901702184127,-1.17601956534268 52.9019008425577,-1.17597482205492 52.9019710989486,-1.17522837954568 52.9017976411363))",3934564,0D4F70AF5C5027B3E050A00A568A259B,2.56086956522,0.0,5.0,402.626380296,2532.09126795,922.08327423
"POLYGON ((-1.17800388990689 52.9030772667724,-1.1782788651138 52.9031516223789,-1.17817538637945 52.9032932986339,-1.17790250604381 52.9032181484048,-1.17781151209531 52.9033363583662,-1.17805732708976 52.9034040403702,-1.1779719952225 52.9035215709153,-1.17753049302309 52.9034006664047,-1.17815230057533 52.9025643705357,-1.17830909881334 52.9025197880091,-1.17840145820094 52.9026437606968,-1.17822520514881 52.9026950407466,-1.17819665758738 52.9027344864807,-1.17845314187247 52.902803859411,-1.17838662521884 52.9028935629594,-1.17814565573703 52.9028292411642,-1.1781210221353 52.9028582862504,-1.17845927107756 52.9029515072728,-1.17842876968037 52.9029921079626,-1.17813148211844 52.9029104969182,-1.17809899993603 52.9029536014614,-1.17839704298111 52.903034588233,-1.1783366429563 52.9031152551723,-1.17803427272649 52.9030351371098,-1.17800388990689 52.9030772667724))",3934565,0D4F70AF5C5127B3E050A00A568A259B,5.56097560976,0.0,10.0,748.040084049,7206.58207929,2624.1973189
"POLYGON ((-1.17839594613781 52.9037217289018,-1.17809031592159 52.9041360037009,-1.17799474954837 52.9041107121136,-1.17809947963591 52.903965898135,-1.1778753903966 52.9039049291017,-1.17839329880292 52.9032090461897,-1.17892968196101 52.9033599983693,-1.17861604146736 52.9037815907054,-1.17839594613781 52.9037217289018))",3935029,0D4F70AF5E2127B3E050A00A568A259B,6.44399460189,0.0,9.0,470.660025155,8125.61471176,2958.78220576
"POLYGON ((-1.17772282861347 52.9039374942246,-1.17731514079801 52.9038285987592,-1.17728887136412 52.9038654530075,-1.17763837529862 52.9039613609228,-1.17743481076677 52.9042456347241,-1.17701562990557 52.9041311755494,-1.17699322232912 52.9040896689207,-1.17749312490389 52.9034269266534,-1.17799644017801 52.9035654285312,-1.17785345353741 52.9037520477599,-1.17773527926342 52.9037194976688,-1.17765366642146 52.9038289634062,-1.17777895714912 52.903862640948,-1.17772282861347 52.9039374942246))",3935030,0D4F70AF5E2227B3E050A00A568A259B,5.68299711816,0.0,14.0,517.166069185,7617.3333808,2773.67263464
"POLYGON ((-1.17656095570976 52.9027671250892,-1.17634975909141 52.9027715047523,-1.17634539866906 52.9027035150804,-1.17655735436383 52.9026982413791,-1.17656095570976 52.9027671250892))",3935031,0D4F70AF5E2327B3E050A00A568A259B,7.88,0.0,10.0,72.4157614388,297.875240785,108.46987596
"POLYGON ((-1.17673388319879 52.9025382847783,-1.17653029531089 52.9025413689269,-1.17652671282957 52.9024714965416,-1.17673191049847 52.9024697718648,-1.17673388319879 52.9025382847783))",3935032,0D4F70AF5E2427B3E050A00A568A259B,8.28571428571,0.0,11.0,71.0631362188,290.690602833,105.854737641
"POLYGON ((-1.17618415826187 52.9029352224475,-1.17638864895662 52.9029316951064,-1.17639299590425 52.9030004045169,-1.17618690441166 52.9030021226706,-1.17618415826187 52.9029352224475))",3935033,0D4F70AF5E2527B3E050A00A568A259B,7.95833333333,0.0,10.0,70.7582113289,286.171150823,104.206778729
"POLYGON ((-1.1744098310614 52.9091529983082,-1.1743360685967 52.9092787869398,-1.17424498391839 52.9092597258306,-1.17431801245953 52.9091334831515,-1.1744098310614 52.9091529983082))",3935034,0D4F70AF5E2627B3E050A00A568A259B,3.83333333333,0.0,8.0,70.8776964589,265.889946367,96.793837412
"POLYGON ((-1.17354071012486 52.9098180155482,-1.17366603409028 52.9097177562647,-1.17374932588345 52.9097556413274,-1.17362399383319 52.9098563501737,-1.17354071012486 52.9098180155482))",3935035,0D4F70AF5E2727B3E050A00A568A259B,4.52,0.0,8.0,69.6952267106,270.112506726,98.3283947508
"POLYGON ((-1.17964238105002 52.9099619480474,-1.17967921018006 52.9099171651021,-1.17976792420432 52.9099438466721,-1.17973109417595 52.9099886290481,-1.17964238105002 52.9099619480474))",3935036,0D4F70AF5E2827B3E050A00A568A259B,2.22222222222,0.0,4.0,40.5254413026,101.826719028,37.0674075689
"POLYGON ((-1.17819032086782 52.9098228316893,-1.17833364796975 52.9099101202244,-1.17825844370905 52.9099554460069,-1.17811437280205 52.9098681521458,-1.17819032086782 52.9098228316893))",3935037,0D4F70AF5E2927B3E050A00A568A259B,5.48,0.0,8.0,69.1394233242,269.387757684,98.0640237678
"POLYGON ((-1.17869129513223 52.9101049639782,-1.17885477144608 52.9100310320316,-1.1789184952374 52.9100818125172,-1.17875501892354 52.9101557449188,-1.17869129513223 52.9101049639782))",3935038,0D4F70AF5E2A27B3E050A00A568A259B,4.58333333333,0.0,8.0,69.0037598675,267.388878935,97.3354566746
"POLYGON ((-1.17876946562994 52.9102174218818,-1.17888127623841 52.910320223487,-1.17879213281944 52.9103555650885,-1.1786795712194 52.9102532077961,-1.17876946562994 52.9102174218818))",3935039,0D4F70AF5E2B27B3E050A00A568A259B,5.04,0.0,7.0,69.2317053696,270.675314504,98.5309177866
"POLYGON ((-1.17968942941443 52.9105572787975,-1.17948482283696 52.910604408975,-1.17945018469795 52.9105488856354,-1.17965478139392 52.9105022044996,-1.17968942941443 52.9105572787975))",3935040,0D4F70AF5E2C27B3E050A00A568A259B,4.0,0.0,7.0,70.55651065,265.881461345,96.7846649647
"POLYGON ((-1.17916514117319 52.9107608643498,-1.17923657161131 52.9108759723432,-1.17913578063637 52.9108981991804,-1.17906508412182 52.9107835463044,-1.17916514117319 52.9107608643498))",3935041,0D4F70AF5E2D27B3E050A00A568A259B,5.88,0.0,9.0,69.1128608623,269.854322614,98.2296027579
"POLYGON ((-1.17962203420832 52.9109528850933,-1.17947862625809 52.9107199697345,-1.17958226219753 52.9106966831679,-1.17972477722238 52.910929682079,-1.17962203420832 52.9109528850933))",3935042,0D4F70AF5E2E27B3E050A00A568A259B,6.02,0.0,9.0,116.229255582,562.249481536,204.664321171
"POLYGON ((-1.17973890412851 52.9110084366269,-1.17967721681786 52.9111253219263,-1.1795772055806 52.9111062036643,-1.17963890097608 52.9109888686745,-1.17973890412851 52.9110084366269))",3935043,0D4F70AF5E2F27B3E050A00A568A259B,4.29166666667,0.0,7.0,68.7474143263,265.185366646,96.5290393002
"POLYGON ((-1.17956739687598 52.9111925237068,-1.17918637734626 52.9112817651266,-1.17914738866631 52.9112203681287,-1.17952841089095 52.9111309472691,-1.17956739687598 52.9111925237068))",3935044,0D4F70AF5E3027B3E050A00A568A259B,4.375,0.0,8.0,115.318558569,552.980145865,201.28666933
"POLYGON ((-1.17672741352782 52.9111826891214,-1.17693353825808 52.9111342252878,-1.17696820783815 52.9111879520387,-1.17676133211632 52.9112368600311,-1.17672741352782 52.9111826891214))",3935045,0D4F70AF5E3127B3E050A00A568A259B,3.52173913043,0.0,7.0,70.6944888316,263.232470417,95.817658608
"POLYGON ((-1.17760857458367 52.9113730698072,-1.17740248398936 52.9114197370031,-1.17736929213795 52.9113664699257,-1.17757538183392 52.9113198032142,-1.17760857458367 52.9113730698072))",3935046,0D4F70AF5E3227B3E050A00A568A259B,3.95652173913,0.0,8.0,70.0198757502,257.411437604,93.6979745322
"POLYGON ((-1.177136155067 52.9115064394218,-1.17727265227789 52.9114049050257,-1.17734632041945 52.9114409229021,-1.17720907131863 52.9115429014295,-1.177136155067 52.9115064394218))",3935047,0D4F70AF5E3327B3E050A00A568A259B,3.95833333333,0.0,8.0,69.4747186411,255.182008329,92.8860211024
"POLYGON ((-1.17589753100379 52.9100923722069,-1.17577743253849 52.9099958028485,-1.17586217600921 52.9099572863196,-1.17598303534756 52.9100529618842,-1.17589753100379 52.9100923722069))",3935048,0D4F70AF5E3427B3E050A00A568A259B,5.33333333333,0.0,8.0,68.2762530188,264.591997596,96.3176856503
"POLYGON ((-1.17597423275602 52.9102034730761,-1.17580847831459 52.9102796323732,-1.17574680986864 52.9102304822243,-1.17591300358621 52.9101546858093,-1.17597423275602 52.9102034730761))",3935049,0D4F70AF5E3527B3E050A00A568A259B,3.75,0.0,8.0,69.0636400311,262.943026594,95.7165755347
"POLYGON ((-1.17605054733428 52.9104134539159,-1.17621093613847 52.9103457969472,-1.17627019620117 52.9103965478097,-1.17610906359188 52.9104641998235,-1.17605054733428 52.9104134539159))",3935050,0D4F70AF5E3627B3E050A00A568A259B,3.27272727273,0.0,7.0,66.5120959884,249.507720447,90.8250638217
"POLYGON ((-1.17387548977345 52.9100647638025,-1.17395781857264 52.9100985963117,-1.17387977563562 52.9101678117217,-1.17379744593811 52.9101339787248,-1.17387548977345 52.9100647638025))",3935051,0D4F70AF5E3727B3E050A00A568A259B,3.8125,0.0,7.0,53.0813686763,171.349633207,62.375040987
"POLYGON ((-1.17648124549511 52.9117747316244,-1.17630695885521 52.9117123965167,-1.17636154947509 52.911656591275,-1.17653582713184 52.9117193755526,-1.17648124549511 52.9117747316244))",3935052,0D4F70AF5E3827B3E050A00A568A259B,4.375,0.0,7.0,69.0045878118,269.226231087,97.9970300396
"POLYGON ((-1.17346008632707 52.9118674805816,-1.17347060739578 52.9116583708421,-1.17374220314061 52.9116626862245,-1.17372989262784 52.9118721426456,-1.17346008632707 52.9118674805816))",3935053,0D4F70AF5E3927B3E050A00A568A259B,1.49074074074,0.0,5.0,137.599061419,1165.22536994,424.135587689
"POLYGON ((-1.18472884161574 52.91358989595,-1.18476873579758 52.9134926350516,-1.18498641735397 52.9135257704217,-1.18495309075519 52.9136059064617,-1.18495024579067 52.9136227869387,-1.18472884161574 52.91358989595))",3935054,0D4F70AF5E3A27B3E050A00A568A259B,2.71428571429,0.0,4.0,87.2553310642,460.615385401,167.647297244
"POLYGON ((-1.17991722959355 52.9118810057664,-1.18002572272373 52.9118841813428,-1.18001596432472 52.912007268066,-1.17990747119455 52.9120040924986,-1.17991722959355 52.9118810057664))",3935055,0D4F70AF5E3B27B3E050A00A568A259B,5.61904761905,0.0,9.0,69.677941488,275.052225404,100.116548029
"POLYGON ((-1.18266914121106 52.9155075660361,-1.18275618616555 52.915457644512,-1.1828718370719 52.9155314328604,-1.18278464479372 52.9155812638395,-1.18266914121106 52.9155075660361))",3935056,0D4F70AF5E3C27B3E050A00A568A259B,3.33333333333,0.0,7.0,64.2088608986,250.49402888,91.1625577392
"POLYGON ((-1.1827949610465 52.915436066778,-1.18288318189569 52.9153868721041,-1.18299629865459 52.9154609129948,-1.18290807780543 52.9155101075846,-1.1827949610465 52.915436066778))",3935057,0D4F70AF5E3D27B3E050A00A568A259B,3.52380952381,0.0,6.0,63.9224466156,248.59737711,90.4726003902
"POLYGON ((-1.18194337522508 52.9146251234812,-1.18186428305585 52.9145765762875,-1.18197271869391 52.9145120594952,-1.18205166264109 52.9145606056778,-1.18194337522508 52.9146251234812))",3935058,0D4F70AF5E3E27B3E050A00A568A259B,2.7,0.0,6.0,59.0190378413,212.874427805,77.4750135101
"POLYGON ((-1.18068088472097 52.914085158424,-1.18060296664981 52.9140375174231,-1.18073862303764 52.9139569184895,-1.18081772868156 52.9140046581677,-1.18068088472097 52.914085158424))",3935059,0D4F70AF5E3F27B3E050A00A568A259B,2.37037037037,0.0,4.0,67.2922060195,263.492831572,95.8998660069
"POLYGON ((-1.18083426307262 52.9141372748498,-1.18075369856467 52.9140879974464,-1.18089128453371 52.9140075919921,-1.1809713873076 52.9140576749877,-1.18083426307262 52.9141372748498))",3935060,0D4F70AF5E4027B3E050A00A568A259B,1.82142857143,0.0,4.0,68.136070775,272.305453037,99.1070364796
"POLYGON ((-1.18803411456168 52.8943761659163,-1.1879115915434 52.8942908285069,-1.18799339752315 52.8942482388629,-1.18811592772793 52.8943331265445,-1.18803411456168 52.8943761659163))",3935148,0D4F70AF5E9827B3E050A00A568A259B,4.17391304348,0.0,8.0,65.7147533201,250.78191365,91.3562061706
"POLYGON ((-1.18811937636024 52.894506645128,-1.18805168201538 52.89440649023,-1.18816217749033 52.8943797373092,-1.18823003532856 52.8944790842365,-1.18811937636024 52.894506645128))",3935149,0D4F70AF5E9927B3E050A00A568A259B,5.25,0.0,8.0,66.3661075135,264.377263757,96.3082134118
"POLYGON ((-1.18896767794117 52.8949051824605,-1.18954142113373 52.8947788394224,-1.18958165577699 52.8948451859162,-1.18900775268431 52.8949720669012,-1.18896767794117 52.8949051824605))",3935150,0D4F70AF5E9A27B3E050A00A568A259B,3.6049382716,0.0,7.0,162.191595943,889.62665669,324.069605655
"POLYGON ((-1.18787174048078 52.8942757240292,-1.1877122859245 52.8942180011494,-1.18776835157808 52.8941608521115,-1.18792929194782 52.8942185853643,-1.18787174048078 52.8942757240292))",3935151,0D4F70AF5E9B27B3E050A00A568A259B,4.04166666667,0.0,8.0,66.1354415697,255.399163689,93.0386067407
"POLYGON ((-1.18685655707245 52.8945119463813,-1.1867458271372 52.8945114586356,-1.1867471988647 52.8943983811675,-1.18685792879995 52.8943988694563,-1.18685655707245 52.8945119463813))",3935152,0D4F70AF5E9C27B3E050A00A568A259B,4.83333333333,0.0,8.0,66.3850753497,257.207168233,93.6962379028
"POLYGON ((-1.18701872633771 52.8941462884487,-1.18717473765147 52.8942291592177,-1.18710020263563 52.8942803381277,-1.18694418323703 52.8941979172697,-1.18701872633771 52.8941462884487))",3935153,0D4F70AF5E9D27B3E050A00A568A259B,2.37037037037,0.0,4.0,71.429867937,291.27128128,106.106393366
"POLYGON ((-1.18682282443542 52.8940505598698,-1.18698940532681 52.8941245136692,-1.18692118277251 52.8941799610517,-1.18675489293525 52.8941062788612,-1.18682282443542 52.8940505598698))",3935154,0D4F70AF5E9E27B3E050A00A568A259B,3.03846153846,0.0,5.0,71.4959167574,293.246317224,106.82635835
"POLYGON ((-1.18661638439655 52.8939619506306,-1.18678824289022 52.8940318952679,-1.18672549646589 52.8940885485964,-1.18655363797219 52.8940186035085,-1.18661638439655 52.8939619506306))",3935155,0D4F70AF5E9F27B3E050A00A568A259B,3.04,0.0,5.0,71.3001238401,290.139734586,105.69510622
"POLYGON ((-1.18951724567257 52.8952383918753,-1.1897925020524 52.8948574103516,-1.18990137427161 52.8948858397241,-1.18962788757292 52.895267642564,-1.18951724567257 52.8952383918753))",3935156,0D4F70AF5EA027B3E050A00A568A259B,4.9247311828,0.0,7.0,180.09030417,1022.40482194,372.434257979
"POLYGON ((-1.19081612423403 52.895564925447,-1.19129830574277 52.8956942381093,-1.19125026204471 52.8957598033732,-1.19076915581934 52.8956286104247,-1.19081612423403 52.895564925447))",3935157,0D4F70AF5EA127B3E050A00A568A259B,4.73529411765,0.0,8.0,143.605108689,766.486885442,279.202567368
"POLYGON ((-1.18027443747891 52.9139602813407,-1.1803505634111 52.9139137019285,-1.18045688261827 52.913977180639,-1.18038075668608 52.9140237599829,-1.18027443747891 52.9139602813407))",3935530,0D4F70AF601627B3E050A00A568A259B,5.05555555556,0.0,7.0,57.4563066159,201.07632215,73.1831668106
"POLYGON ((-1.18103257245987 52.9142040835632,-1.18116869597163 52.9141223192134,-1.18117090942051 52.9141232335934,-1.18124824179006 52.9141704211023,-1.18111212636315 52.9142517362981,-1.18103257245987 52.9142040835632))",3935531,0D4F70AF601727B3E050A00A568A259B,2.30434782609,0.0,4.0,67.7456224518,267.572339986,97.3838779357
"POLYGON ((-1.19036890335916 52.8961764840066,-1.19085655111643 52.8963079034438,-1.19080704316444 52.896372200237,-1.1903213240901 52.8962409733758,-1.19036890335916 52.8961764840066))",3935626,0D4F70AF607627B3E050A00A568A259B,4.32857142857,0.0,7.0,144.807943776,774.711419498,282.190539083
"POLYGON ((-1.19039762878689 52.8964459116321,-1.19069713249263 52.8965270579679,-1.1906532174516 52.8965863585344,-1.19035416380181 52.8965049456877,-1.19039762878689 52.8964459116321))",3935627,0D4F70AF607727B3E050A00A568A259B,2.79487179487,0.0,4.0,96.977080904,436.692279063,159.064476411
"POLYGON ((-1.18919881895541 52.8950805239823,-1.18940067938299 52.89513628663,-1.18934337315599 52.8952122155405,-1.18914151093177 52.8951565429511,-1.18919881895541 52.8950805239823))",3935628,0D4F70AF607827B3E050A00A568A259B,0.2,0.0,2.0,80.227560153,380.61312333,138.646485099
"POLYGON ((-1.18826490343582 52.8955571493441,-1.18825485128771 52.8956496712748,-1.18806680425424 52.8956421840334,-1.18807700552267 52.8955496631706,-1.18826490343582 52.8955571493441))",3935629,0D4F70AF607927B3E050A00A568A259B,4.16666666667,0.0,8.0,76.1608675416,358.80361249,130.699208782
"POLYGON ((-1.18860905969941 52.895610738256,-1.18848933403492 52.8956301473257,-1.18844511356676 52.8955305125641,-1.18856483923125 52.8955111039917,-1.18860905969941 52.895610738256))",3935630,0D4F70AF607A27B3E050A00A568A259B,4.92,0.0,9.0,65.6669360602,262.664980654,95.6794956826
"POLYGON ((-1.18813262740806 52.8963918089326,-1.18812451472267 52.896460072421,-1.1879514776393 52.8964525983257,-1.18795944210264 52.8963843331997,-1.18813262740806 52.8963918089326))",3935631,0D4F70AF607B27B3E050A00A568A259B,3.91666666667,0.0,8.0,63.8970980382,243.983798799,88.8711385233
"POLYGON ((-1.18631974362046 52.8961592629085,-1.18643247051059 52.8961644393183,-1.186419191614 52.8962703328551,-1.18630646382558 52.8962651564579,-1.18631974362046 52.8961592629085))",3935632,0D4F70AF607C27B3E050A00A568A259B,4.625,0.0,8.0,64.3627748928,246.620873768,89.8325763918
"POLYGON ((-1.19629109088921 52.8987956359073,-1.19615925862961 52.8987701136103,-1.19620299939751 52.8986877972046,-1.19633468343506 52.8987133184663,-1.19629109088921 52.8987956359073))",3935633,0D4F70AF607D27B3E050A00A568A259B,0.0,0.0,0.0,62.7089400887,245.701363618,89.4870961513
"POLYGON ((-1.19652137311422 52.8985778519122,-1.19607961309831 52.8984949499003,-1.19612126258821 52.8984131586061,-1.196550004219 52.8984926463269,-1.19655170203492 52.898489242175,-1.19656488750665 52.8984916682158,-1.19652137311422 52.8985778519122))",3935634,0D4F70AF607E27B3E050A00A568A259B,0.0,0.0,0.0,136.037761386,818.437551019,298.087228411
"POLYGON ((-1.19452378761956 52.897764278533,-1.19425340639703 52.8977150719162,-1.19429246873891 52.8976366801177,-1.19456284816482 52.897685976237,-1.19452378761956 52.897764278533))",3935635,0D4F70AF607F27B3E050A00A568A259B,0.0,0.0,0.0,93.0769477497,474.68122082,172.892363565
"POLYGON ((-1.19468572422056 52.8986199956627,-1.19476838809146 52.8984589266787,-1.19490467689316 52.8984845705423,-1.19482201302226 52.8986456394309,-1.19468572422056 52.8986199956627))",3935636,0D4F70AF608027B3E050A00A568A259B,0.0222222222222,0.0,1.0,94.0159288118,494.501667556,180.104473713
"POLYGON ((-1.19549531200626 52.8984832656714,-1.1950877535482 52.8984079624149,-1.19512647902183 52.8983316353939,-1.19553373384934 52.8984072958891,-1.19549531200626 52.8984832656714))",3935637,0D4F70AF608127B3E050A00A568A259B,0.0,0.0,0.0,124.273992048,697.119021757,253.902233858
"POLYGON ((-1.19521011666634 52.8984550863025,-1.19548225858685 52.8985058305038,-1.19544755397243 52.8985737351832,-1.19517541205192 52.8985229905196,-1.19521011666634 52.8984550863025))",3935638,0D4F70AF608227B3E050A00A568A259B,0.0,0.0,0.0,89.6440921759,415.801693907,151.441083583
"POLYGON ((-1.19493502378014 52.8983790611979,-1.19466317920201 52.8983284073442,-1.19470297636578 52.8982504691357,-1.1949746718236 52.8983011219967,-1.19493502378014 52.8983790611979))",3935639,0D4F70AF608327B3E050A00A568A259B,0.0,0.0,0.0,93.4231236078,476.457848163,173.534553017
